customerid,name,address,citystatezip,birthdate,phone
1282,"Jeffrey Smith","644A 72nd St","Brooklyn, NY 11209","1989-12-31","516-356-3746"
1283,"Juan Sanchez","3144 Maple Ave","Philadelphia, PA 19131","1993-05-13","814-776-3835"
1284,"Christopher Garcia","1166 NW Park Ln","Dallas, TX 75248","1955-04-29","254-752-3778"
1285,"Donald Thompson","87A Jefferson St","Brooklyn, NY 11206","1972-07-17","347-220-0900"
1286,"Christian Guerrero","1545 Redwood Rd NW","Los Angeles, CA 91504","1964-08-10","619-973-3946"
1287,"Wendy Johnson","1269 Taylor Ave","Bronx, NY 10472","1959-08-15","838-889-7060"
1288,"Louis Richmond","337 W 88th St","Manhattan, NY 10024","1958-10-11","716-392-5255"
1289,"Crystal Bell","2423 Jerome Ave","Bronx, NY 10468","1958-12-07","315-346-4107"
1290,"Lauren Hill","219A Brook Ave","Bronx, NY 10454","1957-09-07","516-284-7122"
1291,"Melissa Hawkins","166 W 67th St","Manhattan, NY 10023","1949-09-19","516-532-6178"
1292,"Johnathan Garcia","219-43 113th Dr","Queens Village, NY 11429","1997-08-14","516-288-6132"
1293,"Anthony Mcneil","1780B 3rd Ave","Manhattan, NY 10029","1964-07-16","516-956-0149"
1294,"John Wright","1777 Park Pl W","Sunrise Manor, NV 89121","1966-02-27","702-554-0830"
1295,"Richard Sanchez","463A Pulaski St","Brooklyn, NY 11221","1963-12-07","914-523-1663"
1296,"Travis Gomez","398 Elverton Ave","Staten Island, NY 10308","1994-01-13","516-369-8818"
1297,"Annette Sarah Duke","2385 N Park Dr","Kansas City, MO 64134","1983-01-07","573-960-2350"
1298,"Roberto Wright","803B Ditmas Ave","Brooklyn, NY 11218","1947-10-10","332-610-7062"
1299,"Wendy Bates","151-51 26th Ave","Flushing, NY 11354","1962-06-24","332-854-7735"
1300,"Tanya Yu","3712 NE Park Rd","Riverside, CA 92503","1973-11-08","530-877-2272"
1301,"Austin Weiss","159 Columbia Hts","Brooklyn, NY 11201","1981-01-04","680-931-6111"
1302,"Melinda Hurst","3081 Park Dr","Stoughton, WI 53589","1972-08-15","920-407-2812"
1303,"Michael Gomez","1084 38th St","Brooklyn, NY 11219","1978-04-11","838-844-1817"
1304,"Kaitlyn Marshall","847 E 149th St","Bronx, NY 10455","1978-04-08","585-585-7688"
1305,"Alicia Ramos","64-5 Woodhaven Blvd","Rego Park, NY 11374","1991-10-14","631-644-6668"
1306,"Michael Hansen","193C Lexington Ave","Manhattan, NY 10016","1954-07-14","646-553-4799"
1307,"Andrew Ramirez","106-31 Sutphin Blvd","Jamaica, NY 11435","1976-10-05","680-610-4972"
1308,"Stacey Vaughan","172-34 N Conduit Ave","Jamaica, NY 11434","2000-07-15","516-772-6809"
1309,"Melissa Laura Boyd","252 Louisiana Ave","Brooklyn, NY 11207","1968-03-25","838-282-6460"
1310,"Matthew Harrell","428 W 151st St","Manhattan, NY 10031","1951-01-25","631-640-8150"
1311,"Eric Jones II","167-60 Hillside Ave","Jamaica, NY 11432","1987-07-20","516-466-2374"
1312,"Craig Butler","3414 Ropes Ave","Bronx, NY 10475","1975-03-27","838-648-6166"
1313,"Debra Turner","373A 50th St","Brooklyn, NY 11220","1980-12-27","914-906-4320"
1314,"Marcia Hamilton","1532A Bath Ave","Brooklyn, NY 11228","1997-07-17","518-456-5534"
1315,"Bryan Burgess","114-30 219th St","Cambria Heights, NY 11411","1989-01-23","838-290-4455"
1316,"Anthony Nelson","1120 Atlantic Ave","Brooklyn, NY 11238","1951-02-20","838-838-2468"
1317,"Alexander Faulkner","2382 1st Way","Mount Pleasant, WI 53177","1956-08-30","608-484-8847"
1318,"Jonathan Watson","108-37 Pinegrove St","Jamaica, NY 11435","1953-12-28","332-537-8682"
1319,"David Watson","344 NW 6th St","Kearney, NE 68847","1996-08-26","308-256-5312"
1320,"Caitlin Taylor Black","149-62 85th St","Howard Beach, NY 11414","1979-07-28","518-370-9494"
1321,"Vicki Rosales","1022 E Park Ave","Mechanicstown, NY 10940","1979-10-23","716-343-6591"
1322,"Holly Rachel Shah","1851 Oak Rd NW","El Paso de Robles, CA 93446","1955-07-17","650-941-6856"
1323,"Michelle Dunn","1706 Mansion St","Bronx, NY 10460","1991-06-21","680-371-2649"
1324,"Peter Powell","1750A Washington Ave","Bronx, NY 10457","1985-12-01","716-751-6182"
1325,"Jose Phillips","192-37 114th Dr","Saint Albans, NY 11412","1966-11-27","315-790-2761"
1326,"Christopher Johnson","71-52 Roosevelt Ave","Jackson Heights, NY 11372","1995-07-13","914-639-7787"
1327,"Dominique Johnson","1013 NW Maple Dr","Dillsburg, PA 17019","1990-11-19","717-502-7695"
1328,"Jacob Lynch","2111A Amsterdam Ave","Manhattan, NY 10032","1988-12-23","516-916-8245"
1329,"Joshua Sharp","2273 NE Park Rd","Hardin, TX 77561","1965-11-27","409-808-4926"
1330,"Cynthia Armstrong","3949 Pine Pl","Los Angeles, CA 91343","1952-02-18","408-929-6421"
1331,"Sara Brown","3704B Hylan Blvd","Staten Island, NY 10308","1966-07-11","516-357-8958"
1332,"Lawrence Miller","50-9 195th St","Fresh Meadows, NY 11365","1953-01-12","516-389-2944"
1333,"Sam Peterson","771 3rd Ln","Brooklyn, NY 11218","1966-07-03","347-282-1288"
1334,"Laura Barker","65-5 223rd Pl","Oakland Gardens, NY 11364","1965-04-30","716-733-0849"
1335,"James West","3161 Wissman Ave","Bronx, NY 10465","1966-12-06","680-576-0501"
1336,"Joel Ayala","32-89 Mott Ave","Far Rockaway, NY 11691","1991-06-08","838-616-4951"
1337,"Patrick Mccarthy","1720 Madison Pl","Brooklyn, NY 11229","1986-03-01","347-811-3387"
1338,"Sheila Rubio","312 E 50th St","Manhattan, NY 10022","1986-04-26","315-357-4766"
1339,"Donald Molina Jr.","29-28 146th St","Flushing, NY 11354","1966-10-02","914-206-5427"
1340,"Anthony Figueroa","4048 S Cedar Pl","Ann Arbor, MI 48108","1958-03-24","231-472-4898"
1341,"Jamie Sanchez","434 E 8th Rd","San Jose, CA 95122","2000-03-07","650-488-9109"
1342,"Trevor Jones","1552 Rear Gates Ave","Brooklyn, NY 11237","1961-04-13","718-582-7110"
1343,"Brendan Roberts","277½ W 130th St","Manhattan, NY 10027","1990-07-04","516-277-1533"
1344,"Carlos Harrington","114A E 88th St","Manhattan, NY 10128","1954-03-19","646-638-4388"
1345,"Phillip Cuevas","1047B Whitlock Ave","Bronx, NY 10459","1967-03-01","838-417-9577"
1346,"Cole Rubio","4261 84th Way","Washington, DC 20012","1979-09-15","202-912-1862"
1347,"Troy Goodwin","838 NW Park Dr","Queens, NY 11412","1966-11-21","585-737-3343"
1348,"Henry Wood","405A 10th St","Brooklyn, NY 11215","1974-12-09","315-846-2419"
1349,"Mark Baker","215½ Washington Ave","Brooklyn, NY 11205","1968-06-07","631-955-2454"
1350,"Tiffany Lauren Thompson","124A 4th Ave","Brooklyn, NY 11217","1942-09-27","845-399-4402"
1351,"Caleb Powers","23N Elizabeth St","Manhattan, NY 10013","1968-05-22","838-284-9602"
1352,"John Lozano","711C E Tremont Ave","Bronx, NY 10457","1993-01-18","516-377-7875"
1353,"Nick Mcmahon","3380 NW Willow Pl","Concord, CA 94521","2000-03-18","949-893-2487"
1354,"Samuel Nelson","1550 Park Ln E","Escobares, TX 78584","1987-06-01","682-536-9795"
1355,"Joel Hayes","63-37 Booth St","Rego Park, NY 11374","1943-12-04","315-895-3898"
1356,"Kayla Rubio","573-11 Burns St","Forest Hills, NY 11375","1966-05-21","516-454-7397"
1357,"Bailey Perez","4799 Maple St NE","Bethlehem, PA 18018","1935-12-08","724-378-5632"
1358,"Larry Porter","4147 W Park Ln","Platteville, WI 53818","1947-11-14","920-689-3411"
1359,"Kyle Turner","1333B Ogden Ave","Bronx, NY 10452","1950-01-11","315-702-5323"
1360,"Nichole Hunt","4582 W 13th Way","Los Angeles, CA 91367","1988-06-18","279-959-3038"
1361,"Shannon Ramirez","28-77 169th St","Flushing, NY 11358","1956-04-13","585-224-0102"
1362,"William Ramirez","1416 39th St","Brooklyn, NY 11218","1969-04-21","917-634-1704"
1363,"Monique Williams","175-39 Devonshire Rd","Jamaica, NY 11432","1991-10-23","631-900-0141"
1364,"Karen Johnston","1125 Rear-B Greene Ave","Brooklyn, NY 11221","1973-05-30","585-283-3025"
1365,"William Mills","1078A 77th St","Brooklyn, NY 11228","1944-02-21","516-816-7597"
1366,"Andrea Sullivan","220-54 111th Ave","Queens Village, NY 11429","1961-11-07","347-664-7228"
1367,"Kyle Moore","3914 Park Way","New York, NY 11426","1966-06-13","631-513-3400"
1368,"Zachary Richardson","16A Cooper Pl","Bronx, NY 10475","1960-01-14","914-845-7900"
1369,"Andre Mccoy","286 E 9th St","Brooklyn, NY 11218","1966-01-20","315-456-2053"
1370,"Rachel Smith","2150 10th Way E","Prior Lake, MN 55379","1948-08-09","612-339-9016"
1371,"Amber Huff","114-44 Continental Ave","Forest Hills, NY 11375","1954-04-23","914-768-4196"
1372,"Gerald Davis","77 Washington Pl","Manhattan, NY 10011","1995-12-24","315-886-7433"
1373,"Angela Armstrong","1798B Wallace Ave","Bronx, NY 10462","1997-03-25","914-765-4411"
1374,"Shelly Berger","84-35 Lefferts Blvd","Kew Gardens, NY 11415","1999-11-05","315-257-8448"
1375,"Alexandra Schmidt","25-45 14th Pl","Astoria, NY 11102","1953-10-15","680-668-4291"
1376,"Diane Pierce","612 Beach Ave","Bronx, NY 10473","1978-12-18","838-828-6320"
1377,"Nicholas Martinez","1848 SE Park Ln","Las Vegas, NV 89124","1962-04-25","702-880-1973"
1378,"Justin Huff","105-44 Princeton St","Jamaica, NY 11435","1958-07-15","315-341-8651"
1379,"Justin King","706 Bloomingdale Rd","Staten Island, NY 10309","1982-09-18","315-281-2518"
1380,"Anne Russo","110-1 114th St","South Ozone Park, NY 11420","1958-09-21","838-835-9029"
1381,"Ronald Powell","612 S Park Ln","Dallas, TX 75225","1955-05-29","254-510-3498"
1382,"Shawn Hernandez","102-6 38th Ave","Corona, NY 11368","1997-10-20","929-585-4970"
1383,"Matthew White","120 E 23rd St","Manhattan, NY 10010","1955-02-08","332-475-4903"
1384,"Michael Johnson","1611 E Tremont Ave","Bronx, NY 10460","1994-07-28","838-798-9606"
1385,"Tara Gentry","208 Murray St","Manhattan, NY 10282","1985-07-12","585-931-3557"
1386,"Brenda Elizabeth Walker","193 E Park Ln","Milwaukee, WI 53210","1971-08-16","414-797-4253"
1387,"Vanessa Hale","1268 Elder Ave","Bronx, NY 10472","1957-10-20","838-871-0646"
1388,"David Fowler","22-50 95th St","East Elmhurst, NY 11369","1967-06-16","315-268-9034"
1389,"Jonathan Hale","2885 W 16th St","Brooklyn, NY 11224","1978-05-23","585-321-8282"
1390,"Gregory Oliver","2607A Cortelyou Rd","Brooklyn, NY 11226","1967-07-07","716-240-1022"
1391,"Robin Villa","130-25 234th St","Rosedale, NY 11422","1992-12-21","516-866-0334"
1392,"Candice Koch","3817 W Lee Rd","Richmond, VA 23173","1992-12-15","948-616-1092"
1393,"Steven Sullivan","906 E 138th St","Bronx, NY 10454","1990-12-30","516-977-6187"
1394,"Steve Evans","3271 SW 11th St","Evendale, OH 45215","1982-11-15","567-431-2274"
1395,"Matthew Watson","1278 E 89th St","Brooklyn, NY 11236","1961-02-21","680-280-5218"
1396,"Ray Swanson","109-6 Saultell Ave","Corona, NY 11368","1989-09-17","914-343-2804"
1397,"Courtney Ashley Moore","442 W 162nd St","Manhattan, NY 10032","1990-01-31","315-890-5991"
1398,"Brian Smith","130-21 101st Ave","South Richmond Hill, NY 11419","1963-05-24","315-464-5928"
1399,"Tiffany Annette Jones","1525B St Nicholas Ave","Manhattan, NY 10033","1957-08-24","347-392-4172"
1400,"Benjamin Perez","147 Sawyer Ave","Staten Island, NY 10314","1959-10-09","838-753-1295"
1401,"Daniel Contreras","25 Ave B","Manhattan, NY 10009","1976-06-13","315-466-9714"
1402,"Kathleen Massey","1309 N Dogwood St","Atlanta, GA 30342","1979-10-20","912-284-4731"
1403,"Alexander Pruitt","4712 7th Pl E","Concord, CA 94521","1977-06-29","949-447-8673"
1404,"Robert Wheeler","402A Maple St","Brooklyn, NY 11225","1945-05-30","315-417-3211"
1405,"Melissa Baker","4793 NW Kansas Way","Emporia, KS 66801","1967-09-06","316-781-8195"
1406,"Erin Finley","121 Dyckman St","Manhattan, NY 10040","2000-03-10","347-770-4005"
1407,"David Carter","2534 Coyle St","Brooklyn, NY 11235","1990-12-25","315-474-9885"
1408,"Julia Rodriguez","2723 Park Ln S","Rochester, NY 14642","1941-05-21","332-777-6176"
1409,"Wendy Smith","14A E 70th St","Manhattan, NY 10021","1989-04-22","838-797-0672"
1410,"Jasmine Erica Fitzgerald","1488 Gates Ave","Brooklyn, NY 11237","1973-05-13","838-830-0751"
1411,"Michael Swanson","1726A Hendrickson St","Brooklyn, NY 11234","1976-12-26","845-987-6791"
1412,"John Ortiz","36-28 22nd St","Astoria, NY 11106","1957-04-14","838-237-2411"
1413,"Dave Rush","3424 W Oak Way","Tuscaloosa, AL 35406","1960-05-23","938-673-5159"
1414,"Timothy Patel","448 Graham Ave","Brooklyn, NY 11211","1982-11-02","838-784-5260"
1415,"Marissa Brown","537A E 87th St","Manhattan, NY 10128","1977-11-12","315-279-5245"
1416,"Kenneth Little","2974 E Magnolia Ln","Fort Polk North, LA 71446","1982-06-24","504-245-9717"
1417,"Meagan Waters","43-57 Ketcham St","Elmhurst, NY 11373","1978-10-07","838-652-2057"
1418,"Allison Coleman","102-5 Springfield Blvd","Queens Village, NY 11429","1977-04-01","212-708-9172"
1419,"Eduardo Giles","132-20 Newport Ave","Rockaway Park, NY 11694","1947-05-23","516-814-4743"
1420,"Monique Gray","81-28 91st Ave","Richmond Hill, NY 11418","1960-08-06","212-499-9862"
1421,"Kathleen Baker","162G Ft Hamilton","Brooklyn, NY 11209","1958-05-21","585-995-9059"
1422,"Morgan Smith","1876B Jerome Ave","Bronx, NY 10453","1995-11-19","585-689-9118"
1423,"Gregory Rasmussen","1742 3rd Ave","Manhattan, NY 10029","1947-07-13","914-809-3015"
1424,"Ralph Peters","4234 Park Ln E","Dallas, TX 75226","1949-01-07","254-367-1252"
1425,"Keith Torres","84 Truxton St","Brooklyn, NY 11233","1993-04-14","716-658-9812"
1426,"Angela Ann Dominguez","98-27 40th Rd","Corona, NY 11368","1963-10-28","585-207-9909"
1427,"Nicole Davis","2904 SW 38th Way","Washington, DC 20064","1943-02-07","771-613-7286"
1428,"Stephen Hernandez","281½ W 80th St","Manhattan, NY 10024","1996-03-08","845-499-2288"
1429,"Carolyn Huynh","83-52 54th Ave","Elmhurst, NY 11373","1949-04-21","914-390-3258"
1430,"Kimberly Pugh","4778 Maple Rd","Chicago, IL 60607","1981-11-03","773-248-3987"
1431,"Brenda Hood","47 Menahan St","Brooklyn, NY 11221","1962-11-15","585-288-0401"
1432,"Michelle Durham","84-61 89th St","Woodhaven, NY 11421","1972-12-06","838-775-4728"
1433,"Christopher Owen","1723B Amsterdam Ave","Manhattan, NY 10031","1973-05-07","914-858-5414"
1434,"Craig Medina","32 Warren St","Manhattan, NY 10007","1958-09-08","838-297-9214"
1435,"David Stanton","2967 Park Ln","Boston, MA 02108","1995-04-13","774-328-5327"
1436,"William Miller","148-72 11th Ave","Whitestone, NY 11357","1953-11-16","838-955-9869"
1437,"Summer Oconnor","144-37 87th Rd","Jamaica, NY 11435","1975-04-16","914-728-5606"
1438,"Kim Williams","39 Brighton 11th St","Brooklyn, NY 11235","1951-05-23","914-443-8317"
1439,"Jeffrey Tran","4909 Aspen Ave NE","Granby, CO 80446","1992-08-31","970-769-9871"
1440,"Zachary Romero","253 Front St","Manhattan, NY 10038","1978-12-06","516-587-1500"
1441,"John Mckinney","38-53 Vernon Blvd","Long Island City, NY 11101","1986-07-29","585-676-6528"
1442,"Andrea Williams","519 E Tremont Ave","Bronx, NY 10457","1994-09-04","631-338-2066"
1443,"Michael Wilkerson","222D Ft Hamilton","Brooklyn, NY 11209","1957-05-10","838-617-1031"
1444,"Jennifer Davis","4663 Park Ave S","Brooklyn, NY 11232","1940-07-29","315-356-9127"
1445,"Randy Davis","971 Park Dr S","Santa Barbara, CA 93105","1976-08-19","909-366-9539"
1446,"Paul Morris","2303 NE Park Rd","Bronx, NY 10451","1970-04-26","516-806-9705"
1447,"Kristen Boyer","2422 National Dr","Brooklyn, NY 11234","1983-05-07","516-923-8301"
1448,"Nick Richards","1249I Underhill Ave","Bronx, NY 10473","1981-06-27","929-376-8971"
1449,"Morgan Hernandez","505 E 186th St","Bronx, NY 10458","1970-07-17","347-976-5544"
1450,"Benjamin Anderson","1396 Kansas Rd","Wichita, KS 67219","1977-03-19","913-874-0573"
1451,"Christopher Williams","781 E 178th St","Bronx, NY 10460","1983-12-10","631-545-4634"
1452,"Jacob Powell","178-67 Hillside Ave","Jamaica, NY 11432","1986-12-25","838-651-9650"
1453,"William Stewart","2072 Grand Ave","Bronx, NY 10453","1958-05-18","838-354-6333"
1454,"Michael Duncan Jr.","241 S 10th Pl","Dallas, TX 75206","1964-04-11","512-873-4223"
1455,"Joshua Gallagher","823 Park Ave","Huntington Beach, CA 92648","1992-10-04","747-499-5513"
1456,"Tommy Reynolds","9A Vera St","Staten Island, NY 10305","1992-07-31","516-752-7107"
1457,"Travis Robertson","2393 Kings Highway","Brooklyn, NY 11229","1972-02-10","934-639-5282"
1458,"Stephanie Pruitt","89-41 55th Ave","Elmhurst, NY 11373","1992-08-13","516-510-8608"
1459,"Cynthia Lopez","2782 SE 2nd Ave","Burlington, IA 52601","1962-07-21","563-533-0060"
1460,"Danielle Ball","167-15 Linden Blvd","Jamaica, NY 11434","1951-07-12","914-217-9643"
1461,"Julian Conrad","2356 6th St","Virginia Beach, VA 23453","1972-12-05","540-839-4053"
1462,"Nicholas Sims","104-72 203rd St","Saint Albans, NY 11412","1974-03-29","585-901-9371"
1463,"Colleen Fischer","707 11th Ave","Manhattan, NY 10019","1958-07-06","680-816-1051"
1464,"Lori Pollard","143½ W 78th St","Manhattan, NY 10024","1941-03-02","585-242-2423"
1465,"Amanda Jones","1646 S 12th Dr","New York, NY 10453","1993-09-03","315-617-1345"
1466,"Cheryl Meyer","233 W 65th Way","Westchester, FL 33174","1982-07-08","786-720-9107"
1467,"Kristi Teresa Wilson","94-27 69th Ave","Forest Hills, NY 11375","1993-02-04","631-700-1894"
1468,"Christopher Moore","667 Beck St","Bronx, NY 10455","1957-02-20","516-915-9540"
1469,"Melissa Golden","286A Milford St","Brooklyn, NY 11208","1997-11-30","516-472-8797"
1470,"Michael Robinson","68-21 Garfield Ave","Woodside, NY 11377","1995-07-28","585-837-8955"
1471,"Stephen Maldonado","190C Canal St","Manhattan, NY 10013","1997-04-06","631-253-5615"
1472,"William Young","414B Marcy Ave","Brooklyn, NY 11206","2000-11-19","212-455-1690"
1473,"Lawrence King","30-28 163rd St","Flushing, NY 11358","1966-02-26","838-247-4773"
1474,"Derrick Atkins","539A South Ave","Staten Island, NY 10303","1996-03-29","315-869-3383"
1475,"Matthew Christensen","1610 Grand Ave","Bronx, NY 10453","1975-08-25","516-211-9891"
1476,"Brian Hull","1104B E Tremont Ave","Bronx, NY 10460","1969-09-21","585-394-3086"
1477,"John Young","1737 49th St","Brooklyn, NY 11204","1960-12-01","585-603-4605"
1478,"Jeffrey Bennett","378 Hewes St","Brooklyn, NY 11211","1968-12-26","315-857-3323"
1479,"Stephanie Fowler","457I Convent Ave","Manhattan, NY 10031","1971-06-20","838-626-8382"
1480,"Shawn Ortega Jr.","2189 Hendrickson St","Brooklyn, NY 11234","1993-03-22","516-694-5721"
1481,"Sean Larson","89-69 Union Turnpike","Forest Hills, NY 11375","1938-07-07","680-977-1051"
1482,"Joseph Hawkins","3280 13th Ave","Wichita Falls, TX 76308","1971-12-08","726-573-1558"
1483,"Mary Duke","3016A Westchester Ave","Bronx, NY 10461","1949-07-22","585-376-7399"
1484,"Patricia Rodriguez","4022 SE Park Dr","Brooklyn, NY 11214","1953-02-11","516-724-9241"
1485,"Brett Johnson","1347 W Park Dr","Altoona, PA 16602","1962-05-05","717-368-5866"
1486,"Aaron Harrison","146-42 79th Ave","Flushing, NY 11367","1996-11-08","315-213-2963"
1487,"Kimberly Buchanan","3695 S Park Dr","New York, NY 10119","1951-01-29","585-417-5078"
1488,"Gabriel Johnson","218-20 134th Rd","Springfield Gardens, NY 11413","1950-09-27","347-603-9320"
1489,"Lauren Morrow","1496 E 3rd St","Brooklyn, NY 11230","1965-06-08","838-559-3176"
1490,"Zachary Harrison","608 2nd Ave","Manhattan, NY 10016","1979-07-20","516-630-7779"
1491,"Matthew Robinson II","3595A Flatlands Ave","Brooklyn, NY 11234","1995-08-26","838-801-5235"
1492,"Danielle Flores","2374 E 2nd Ave","Minooka, IL 60447","1957-12-16","618-703-4637"
1493,"Kevin Newton","1008 Close Ave","Bronx, NY 10472","1983-06-08","332-372-0141"
1494,"Tina White","235 NE Park Ave","Andover, MN 55304","1971-03-18","952-264-5116"
1495,"Heather Hall","97-13 Guy R Brewer Blvd","Jamaica, NY 11433","1952-07-10","680-839-5798"
1496,"Chad Watkins","510 Beach 66th St","Arverne, NY 11692","1999-02-24","516-752-4973"
1497,"James Hicks","858 40th Pl","Leesburg, FL 34736","1973-06-08","561-881-4642"
1498,"Bruce Nguyen","1543 Mayflower Ave","Bronx, NY 10461","1963-03-10","631-259-2658"
1499,"Jennifer Chandler","2566 Ave W","Brooklyn, NY 11229","1953-12-26","838-544-8377"
1500,"Kara Young","1291B St Nicholas Ave","Manhattan, NY 10033","1951-08-09","838-577-4077"
1501,"Benjamin Day","682½ Lorimer St","Brooklyn, NY 11211","1965-12-22","516-754-6394"
1502,"Nick Daugherty","472 Brightwater Ct","Brooklyn, NY 11235","1936-04-03","516-205-2325"
1503,"Samuel Hansen","2562 NE 12th Rd","Washington, DC 20012","1946-07-24","771-473-1931"
1504,"Duane Randolph","583 NE 11th Rd","Altamonte Springs, FL 32714","1938-12-10","863-762-3129"
